stt,filename,file_path,full_text,nominal,upper_tol,lower_tol,case_type,has_fraction_line,is_boxed,angle
1990,syn_001990.png,images/syn_001990.png,16 +0.02/0,16,+0.02,0,stacked_normal,False,False,0.75
1991,syn_001991.png,images/syn_001991.png,R3 MIN,R3 MIN,,,simple_radius_corner,False,False,45.21
1992,syn_001992.png,images/syn_001992.png,M50.324 +0.007/+0.002,M50.324,+0.007,+0.002,stacked_fraction,True,False,0.06
1993,syn_001993.png,images/syn_001993.png,70.601 -0.001/-0.004,70.601,-0.001,-0.004,stacked_normal,False,False,0.47
1994,syn_001994.png,images/syn_001994.png,R1.0 MIN,R1.0 MIN,,,simple_radius_corner,False,False,-0.42
1995,syn_001995.png,images/syn_001995.png,Ø4.026±0.015,Ø4.026,+0.015,-0.015,symmetric_tight,False,False,-0.39
1996,syn_001996.png,images/syn_001996.png,R0.0746 +0.015/0,R0.0746,+0.015,0,stacked_normal,False,False,0.47
1997,syn_001997.png,images/syn_001997.png,M0.1762 0/-0.003,M0.1762,0,-0.003,stacked_fraction,True,False,-0.64
1998,syn_001998.png,images/syn_001998.png,15.80 0/-0.002,15.80,0,-0.002,stacked_fraction,True,False,-0.7
1999,syn_001999.png,images/syn_001999.png,Ø3.032 +0.013/+0.01,Ø3.032,+0.013,+0.01,stacked_fraction,True,False,0.25
2000,syn_002000.png,images/syn_002000.png,90.5°,90.5°,,,angle_decimal_deg,False,False,0.52
2001,syn_002001.png,images/syn_002001.png,Ø11.89 0/-0.005,Ø11.89,0,-0.005,stacked_normal,False,False,-0.24
2002,syn_002002.png,images/syn_002002.png,12.155 0/-0.008,12.155,0,-0.008,stacked_fraction,True,False,0.07
2003,syn_002003.png,images/syn_002003.png,C73.65±0.1,C73.65,+0.1,-0.1,symmetric_tight,False,False,0.16
2004,syn_002004.png,images/syn_002004.png,2.75,2.75,,,simple_nominal_plain,False,False,-0.16
2005,syn_002005.png,images/syn_002005.png,30°±5',30°,+5',-5',angle_dms_tol,False,False,-0.3
2006,syn_002006.png,images/syn_002006.png,10.50±0.02,10.50,+0.02,-0.02,symmetric_tight,False,False,-0.15
2007,syn_002007.png,images/syn_002007.png,0.087°,0.087°,,,angle_decimal_deg,False,False,-31.26
2008,syn_002008.png,images/syn_002008.png,4.033,4.033,,,simple_nominal_plain,False,False,0.75
2009,syn_002009.png,images/syn_002009.png,30.825 0/-0.03,30.825,0,-0.03,stacked_fraction,True,False,-0.4
2010,syn_002010.png,images/syn_002010.png,R0.05,R0.05,,,simple_radius_corner,False,False,-0.06
2011,syn_002011.png,images/syn_002011.png,12.155 +0.004/+0.002,12.155,+0.004,+0.002,stacked_normal,False,False,0.68
2012,syn_002012.png,images/syn_002012.png,R0.2951 +0.01/-0.03,R0.2951,+0.01,-0.03,stacked_fraction,True,False,5.38
2013,syn_002013.png,images/syn_002013.png,31.205±0.05,31.205,+0.05,-0.05,symmetric_tight,False,False,-0.04
2014,syn_002014.png,images/syn_002014.png,0.5°,0.5°,,,angle_decimal_deg,False,False,-0.19
2015,syn_002015.png,images/syn_002015.png,75.455 +0.007/+0.002,75.455,+0.007,+0.002,stacked_fraction,True,False,-0.03
2016,syn_002016.png,images/syn_002016.png,4.04±0.015,4.04,+0.015,-0.015,symmetric_tight,False,False,0.23
2017,syn_002017.png,images/syn_002017.png,4.04 +0.01/0,4.04,+0.01,0,stacked_fraction,True,False,-5.85
2018,syn_002018.png,images/syn_002018.png,93.402 -0.001/-0.004,93.402,-0.001,-0.004,stacked_normal,False,False,-0.62
2019,syn_002019.png,images/syn_002019.png,94.646±0.05,94.646,+0.05,-0.05,symmetric_tight,False,False,1.29
2020,syn_002020.png,images/syn_002020.png,45.5°,45.5°,,,angle_decimal_deg,False,False,-0.03
2021,syn_002021.png,images/syn_002021.png,M8,M8,,,simple_thread_qty,False,False,-0.38
2022,syn_002022.png,images/syn_002022.png,40 +0.01/0,40,+0.01,0,stacked_normal,False,False,0.02
2023,syn_002023.png,images/syn_002023.png,14.941 +0.02/0,14.941,+0.02,0,stacked_fraction,True,False,-0.51
2024,syn_002024.png,images/syn_002024.png,11.89±0.02,11.89,+0.02,-0.02,symmetric_tight,False,False,0.13
2025,syn_002025.png,images/syn_002025.png,25 +0.05/-0.03,25,+0.05,-0.03,stacked_normal,False,False,0.72
2026,syn_002026.png,images/syn_002026.png,0.941 +0.01/0,0.941,+0.01,0,stacked_fraction,True,False,0.09
2027,syn_002027.png,images/syn_002027.png,10.50 +0.015/0,10.50,+0.015,0,stacked_fraction,True,False,-0.07
2028,syn_002028.png,images/syn_002028.png,R0.652 0/-0.03,R0.652,0,-0.03,stacked_fraction,True,False,0.73
2029,syn_002029.png,images/syn_002029.png,Ø12.50 +0.01/+0.005,Ø12.50,+0.01,+0.005,stacked_normal,False,False,-0.15
2030,syn_002030.png,images/syn_002030.png,Ø23.742 +0.007/+0.005,Ø23.742,+0.007,+0.005,stacked_normal,False,False,5.33
2031,syn_002031.png,images/syn_002031.png,C0.2,C0.2,,,simple_chamfer,False,False,-0.35
2032,syn_002032.png,images/syn_002032.png,"2°3'5""","2°3'5""",,,angle_dms_full,False,False,0.57
2033,syn_002033.png,images/syn_002033.png,R71.168 +0.02/0,R71.168,+0.02,0,stacked_normal,False,False,0.37
2034,syn_002034.png,images/syn_002034.png,26.197 -0.005/-0.008,26.197,-0.005,-0.008,stacked_fraction,True,False,-0.71
2035,syn_002035.png,images/syn_002035.png,Ø50.00 +0.002/0,Ø50.00,+0.002,0,stacked_normal,False,False,0.13
2036,syn_002036.png,images/syn_002036.png,R27.553 +0.05/0,R27.553,+0.05,0,stacked_normal,False,False,-0.33
2037,syn_002037.png,images/syn_002037.png,10.50 0/-0.005,10.50,0,-0.005,stacked_normal,False,False,0.66
2038,syn_002038.png,images/syn_002038.png,11.89 +0.05/-0.02,11.89,+0.05,-0.02,stacked_normal,False,False,-0.67
2039,syn_002039.png,images/syn_002039.png,90°±15',90°,+15',-15',angle_dms_tol,False,False,-14.76
2040,syn_002040.png,images/syn_002040.png,28.65°,28.65°,,,angle_decimal_deg,False,False,0.37
2041,syn_002041.png,images/syn_002041.png,Ø0.4561 0/-0.005,Ø0.4561,0,-0.005,stacked_fraction,True,False,0.76
2042,syn_002042.png,images/syn_002042.png,R0.25 0/-0.03,R0.25,0,-0.03,stacked_normal,False,False,-0.07
2043,syn_002043.png,images/syn_002043.png,Ø33.613 +0.015/+0.01,Ø33.613,+0.015,+0.01,stacked_fraction,True,False,0.12
2044,syn_002044.png,images/syn_002044.png,Ø0.4049±0.05,Ø0.4049,+0.05,-0.05,symmetric_tight,False,False,-0.03
2045,syn_002045.png,images/syn_002045.png,Ø29.471 0/-0.008,Ø29.471,0,-0.008,stacked_normal,False,False,0.35
2046,syn_002046.png,images/syn_002046.png,57.63 0/-0.008,57.63,0,-0.008,stacked_normal,False,False,0.17
2047,syn_002047.png,images/syn_002047.png,Ø24.5,Ø24.5,,,simple_diameter,False,False,-0.77
2048,syn_002048.png,images/syn_002048.png,60 +0.002/0,60,+0.002,0,stacked_normal,False,False,4.21
2049,syn_002049.png,images/syn_002049.png,4.026 +0.02/0,4.026,+0.02,0,stacked_normal,False,False,0.4
2050,syn_002050.png,images/syn_002050.png,5.04 +0.02/0,5.04,+0.02,0,stacked_fraction,True,False,-0.6
2051,syn_002051.png,images/syn_002051.png,61.313 0/-0.002,61.313,0,-0.002,stacked_normal,False,False,-0.08
2052,syn_002052.png,images/syn_002052.png,40,40,,,simple_nominal_plain,False,False,0.31
2053,syn_002053.png,images/syn_002053.png,Ø50.00 -0.003/-0.008,Ø50.00,-0.003,-0.008,stacked_normal,False,False,0.62
2054,syn_002054.png,images/syn_002054.png,0.3791 0/-0.03,0.3791,0,-0.03,stacked_fraction,True,False,0.45
2055,syn_002055.png,images/syn_002055.png,15°34',15°34',,,angle_dms_min,False,False,0.18
2056,syn_002056.png,images/syn_002056.png,56.003 +0.02/-0.03,56.003,+0.02,-0.03,stacked_normal,False,False,-0.24
2057,syn_002057.png,images/syn_002057.png,Ø24.50 -0.001/-0.004,Ø24.50,-0.001,-0.004,stacked_fraction,True,False,-1.14
2058,syn_002058.png,images/syn_002058.png,1.5,1.5,,,simple_nominal_plain,False,False,0.25
2059,syn_002059.png,images/syn_002059.png,0.3579±0.02,0.3579,+0.02,-0.02,symmetric_tight,False,False,0.05
2060,syn_002060.png,images/syn_002060.png,15°,15°,,,simple_angle_simple,False,False,-31.19
2061,syn_002061.png,images/syn_002061.png,7.525 +0.05/0,7.525,+0.05,0,stacked_normal,False,False,-0.72
2062,syn_002062.png,images/syn_002062.png,38.950±0.05,38.950,+0.05,-0.05,symmetric_tight,False,False,0.08
2063,syn_002063.png,images/syn_002063.png,7.525 -0.002/-0.005,7.525,-0.002,-0.005,stacked_normal,False,False,-0.76
2064,syn_002064.png,images/syn_002064.png,0.25 0/-0.002,0.25,0,-0.002,stacked_normal,False,False,-0.47
2065,syn_002065.png,images/syn_002065.png,R7.525 +0.02/-0.002,R7.525,+0.02,-0.002,stacked_normal,False,False,0.24
2066,syn_002066.png,images/syn_002066.png,R1.5 MAX,R1.5 MAX,,,simple_radius_corner,False,False,-46.06
2067,syn_002067.png,images/syn_002067.png,8.308 0/-0.01,8.308,0,-0.01,stacked_normal,False,False,-0.48
2068,syn_002068.png,images/syn_002068.png,50.00 0/-0.02,50.00,0,-0.02,stacked_normal,False,False,-0.59
2069,syn_002069.png,images/syn_002069.png,50.324±0.025,50.324,+0.025,-0.025,symmetric_tight,False,False,0.35
2070,syn_002070.png,images/syn_002070.png,1.998 0/-0.015,1.998,0,-0.015,stacked_normal,False,False,-0.16
2071,syn_002071.png,images/syn_002071.png,"75°5'43""","75°5'43""",,,angle_dms_full,False,False,-28.96
2072,syn_002072.png,images/syn_002072.png,C0.05,C0.05,,,simple_chamfer,False,False,59.2
2073,syn_002073.png,images/syn_002073.png,45.5°,45.5°,,,angle_decimal_deg,False,False,0.05
2074,syn_002074.png,images/syn_002074.png,R2.162 0/-0.005,R2.162,0,-0.005,stacked_normal,False,False,0.39
2075,syn_002075.png,images/syn_002075.png,C12.50 +0.05/-0.03,C12.50,+0.05,-0.03,stacked_normal,False,False,0.25
2076,syn_002076.png,images/syn_002076.png,4.04 0/-0.03,4.04,0,-0.03,stacked_normal,False,False,-2.92
2077,syn_002077.png,images/syn_002077.png,0.3089 +0.012/+0.01,0.3089,+0.012,+0.01,stacked_normal,False,False,4.75
2078,syn_002078.png,images/syn_002078.png,Ø30±0.025,Ø30,+0.025,-0.025,symmetric_tight,False,False,0.16
2079,syn_002079.png,images/syn_002079.png,Ø0.0960 +0.005/-0.02,Ø0.0960,+0.005,-0.02,stacked_normal,False,False,-0.54
2080,syn_002080.png,images/syn_002080.png,"0°26'6""","0°26'6""",,,angle_dms_full,False,False,0.06
2081,syn_002081.png,images/syn_002081.png,Ø57.63 +0.015/-0.01,Ø57.63,+0.015,-0.01,stacked_normal,False,False,0.52
2082,syn_002082.png,images/syn_002082.png,73.65±0.02,73.65,+0.02,-0.02,symmetric_tight,False,False,0.12
2083,syn_002083.png,images/syn_002083.png,R5MIN,R5MIN,,,simple_radius_corner,False,False,-0.19
2084,syn_002084.png,images/syn_002084.png,12.160,12.160,,,simple_boxed_ref,False,True,-0.16
2085,syn_002085.png,images/syn_002085.png,Ø75.192 -0.001/-0.003,Ø75.192,-0.001,-0.003,stacked_normal,False,False,0.74
2086,syn_002086.png,images/syn_002086.png,45°±1°,45°,+1°,-1°,angle_dms_tol,False,False,0.41
2087,syn_002087.png,images/syn_002087.png,C16±0.015,C16,+0.015,-0.015,symmetric_tight,False,False,-0.67
2088,syn_002088.png,images/syn_002088.png,26.197 +0.002/0,26.197,+0.002,0,stacked_fraction,True,False,-0.07
2089,syn_002089.png,images/syn_002089.png,Ø7.440±0.002,Ø7.440,+0.002,-0.002,symmetric_tight,False,False,-0.07
2090,syn_002090.png,images/syn_002090.png,5°8',5°8',,,angle_dms_min,False,False,60.86
2091,syn_002091.png,images/syn_002091.png,M73.65 +0.02/-0.01,M73.65,+0.02,-0.01,stacked_fraction,True,False,0.02
2092,syn_002092.png,images/syn_002092.png,12.5°,12.5°,,,angle_decimal_deg,False,False,29.72
2093,syn_002093.png,images/syn_002093.png,34.806 0/-0.015,34.806,0,-0.015,stacked_normal,False,False,-0.5
2094,syn_002094.png,images/syn_002094.png,24.5,24.5,,,simple_nominal_plain,False,False,0.06
2095,syn_002095.png,images/syn_002095.png,2.75 +0.015/0,2.75,+0.015,0,stacked_fraction,True,False,0.11
2096,syn_002096.png,images/syn_002096.png,Ø10 +0.01/-0.01,Ø10,+0.01,-0.01,stacked_fraction,True,False,-0.01
2097,syn_002097.png,images/syn_002097.png,"2°3'17""","2°3'17""",,,angle_dms_full,False,False,-0.29
2098,syn_002098.png,images/syn_002098.png,5.748 +0.02/0,5.748,+0.02,0,stacked_fraction,True,False,0.41
2099,syn_002099.png,images/syn_002099.png,17.224 +0.005/0,17.224,+0.005,0,stacked_normal,False,False,-0.62
2100,syn_002100.png,images/syn_002100.png,C1.5,C1.5,,,simple_chamfer,False,False,-0.68
2101,syn_002101.png,images/syn_002101.png,1.519,1.519,,,simple_nominal_plain,False,False,-0.1
2102,syn_002102.png,images/syn_002102.png,C14.941 0/-0.015,C14.941,0,-0.015,stacked_normal,False,False,0.8
2103,syn_002103.png,images/syn_002103.png,57.63 -0.01/-0.013,57.63,-0.01,-0.013,stacked_normal,False,False,-0.55
2104,syn_002104.png,images/syn_002104.png,Ø0.0117 +0.002/0,Ø0.0117,+0.002,0,stacked_fraction,True,False,0.28
2105,syn_002105.png,images/syn_002105.png,Ø22.009 -0.003/-0.006,Ø22.009,-0.003,-0.006,stacked_fraction,True,False,0.29
2106,syn_002106.png,images/syn_002106.png,15.80 0/-0.05,15.80,0,-0.05,stacked_normal,False,False,0.24
2107,syn_002107.png,images/syn_002107.png,4.04 0/-0.008,4.04,0,-0.008,stacked_normal,False,False,-0.18
2108,syn_002108.png,images/syn_002108.png,15°±10',15°,+10',-10',angle_dms_tol,False,False,-0.59
2109,syn_002109.png,images/syn_002109.png,2.75,2.75,,,simple_nominal_plain,False,False,0.03
2110,syn_002110.png,images/syn_002110.png,C0.008 +0.05/-0.03,C0.008,+0.05,-0.03,stacked_normal,False,False,-0.33
2111,syn_002111.png,images/syn_002111.png,5.04±0.01,5.04,+0.01,-0.01,symmetric_tight,False,False,-0.72
2112,syn_002112.png,images/syn_002112.png,84.180±0.1,84.180,+0.1,-0.1,symmetric_tight,False,False,0.71
2113,syn_002113.png,images/syn_002113.png,Ø0.008 +0.05/-0.02,Ø0.008,+0.05,-0.02,stacked_normal,False,False,4.23
2114,syn_002114.png,images/syn_002114.png,75.881 +0.004/+0.001,75.881,+0.004,+0.001,stacked_normal,False,False,0.64
2115,syn_002115.png,images/syn_002115.png,C16.350 +0.05/-0.002,C16.350,+0.05,-0.002,stacked_fraction,True,False,0.16
2116,syn_002116.png,images/syn_002116.png,0.652 +0.05/0,0.652,+0.05,0,stacked_fraction,True,False,0.73
2117,syn_002117.png,images/syn_002117.png,M50.324 0/-0.002,M50.324,0,-0.002,stacked_fraction,True,False,0.21
2118,syn_002118.png,images/syn_002118.png,Ø50.00 +0.05/-0.002,Ø50.00,+0.05,-0.002,stacked_normal,False,False,-0.42
2119,syn_002119.png,images/syn_002119.png,88.091 0/-0.03,88.091,0,-0.03,stacked_normal,False,False,0.45
2120,syn_002120.png,images/syn_002120.png,51.433 +0.012/+0.01,51.433,+0.012,+0.01,stacked_normal,False,False,-0.32
2121,syn_002121.png,images/syn_002121.png,0.4523±0.025,0.4523,+0.025,-0.025,symmetric_tight,False,False,0.09
2122,syn_002122.png,images/syn_002122.png,7.525 +0.002/0,7.525,+0.002,0,stacked_normal,False,False,0.5
2123,syn_002123.png,images/syn_002123.png,15.80 +0.02/0,15.80,+0.02,0,stacked_normal,False,False,-0.68
2124,syn_002124.png,images/syn_002124.png,49.978 -0.002/-0.004,49.978,-0.002,-0.004,stacked_normal,False,False,0.54
2125,syn_002125.png,images/syn_002125.png,Ø0.25 +0.02/0,Ø0.25,+0.02,0,stacked_fraction,True,False,0.16
2126,syn_002126.png,images/syn_002126.png,C2.0,C2.0,,,simple_chamfer,False,False,-0.26
2127,syn_002127.png,images/syn_002127.png,15°,15°,,,simple_angle_simple,False,False,0.21
2128,syn_002128.png,images/syn_002128.png,Ø50,Ø50,,,simple_diameter,False,False,0.2
2129,syn_002129.png,images/syn_002129.png,60°±10',60°,+10',-10',angle_dms_tol,False,False,-31.0
2130,syn_002130.png,images/syn_002130.png,90°±1°,90°,+1°,-1°,angle_dms_tol,False,False,15.74
2131,syn_002131.png,images/syn_002131.png,0.052°,0.052°,,,angle_decimal_deg,False,False,-14.27
2132,syn_002132.png,images/syn_002132.png,10.50 +0.013/+0.01,10.50,+0.013,+0.01,stacked_fraction,True,False,0.67
2133,syn_002133.png,images/syn_002133.png,Ø60 0/-0.02,Ø60,0,-0.02,stacked_normal,False,False,-0.12
2134,syn_002134.png,images/syn_002134.png,12.155 -0.01/-0.015,12.155,-0.01,-0.015,stacked_normal,False,False,0.73
2135,syn_002135.png,images/syn_002135.png,25 0/-0.02,25,0,-0.02,stacked_fraction,True,False,-0.28
2136,syn_002136.png,images/syn_002136.png,0.008±0.002,0.008,+0.002,-0.002,symmetric_tight,False,False,-0.27
2137,syn_002137.png,images/syn_002137.png,Ø2.75 -0.003/-0.008,Ø2.75,-0.003,-0.008,stacked_normal,False,False,0.17
2138,syn_002138.png,images/syn_002138.png,4.04 +0.03/0,4.04,+0.03,0,stacked_normal,False,False,0.47
2139,syn_002139.png,images/syn_002139.png,Ø60 0/-0.01,Ø60,0,-0.01,stacked_fraction,True,False,-0.33
2140,syn_002140.png,images/syn_002140.png,0.652±0.02,0.652,+0.02,-0.02,symmetric_tight,False,False,-0.28
2141,syn_002141.png,images/syn_002141.png,24.032 +0.015/-0.002,24.032,+0.015,-0.002,stacked_normal,False,False,-0.08
2142,syn_002142.png,images/syn_002142.png,0.0431 +0.005/0,0.0431,+0.005,0,stacked_fraction,True,False,0.09
2143,syn_002143.png,images/syn_002143.png,90° 52',90° 52',,,angle_dms_min,False,False,-0.64
2144,syn_002144.png,images/syn_002144.png,C0.05,C0.05,,,simple_chamfer,False,False,0.4
2145,syn_002145.png,images/syn_002145.png,75 -0.005/-0.01,75,-0.005,-0.01,stacked_fraction,True,False,0.04
2146,syn_002146.png,images/syn_002146.png,15°35',15°35',,,angle_dms_min,False,False,0.47
2147,syn_002147.png,images/syn_002147.png,0.052°,0.052°,,,angle_decimal_deg,False,False,-0.2
2148,syn_002148.png,images/syn_002148.png,14.941±0.02,14.941,+0.02,-0.02,symmetric_tight,False,False,-0.11
2149,syn_002149.png,images/syn_002149.png,15°57',15°57',,,angle_dms_min,False,False,-16.44
2150,syn_002150.png,images/syn_002150.png,Ø8.308 +0.05/0,Ø8.308,+0.05,0,stacked_fraction,True,False,0.17
2151,syn_002151.png,images/syn_002151.png,Ø0.290±0.005,Ø0.290,+0.005,-0.005,symmetric_tight,False,False,0.45
2152,syn_002152.png,images/syn_002152.png,11.89 -0.01/-0.013,11.89,-0.01,-0.013,stacked_fraction,True,False,0.12
2153,syn_002153.png,images/syn_002153.png,15 -0.01/-0.012,15,-0.01,-0.012,stacked_fraction,True,False,-4.45
2154,syn_002154.png,images/syn_002154.png,83.247 0/-0.02,83.247,0,-0.02,stacked_normal,False,False,-0.23
2155,syn_002155.png,images/syn_002155.png,"5°8'41""","5°8'41""",,,angle_dms_full,False,False,-29.39
2156,syn_002156.png,images/syn_002156.png,0.008 +0.03/0,0.008,+0.03,0,stacked_normal,False,False,0.1
2157,syn_002157.png,images/syn_002157.png,0.290±0.02,0.290,+0.02,-0.02,symmetric_tight,False,False,0.15
2158,syn_002158.png,images/syn_002158.png,C0.1,C0.1,,,simple_chamfer,False,False,16.4
2159,syn_002159.png,images/syn_002159.png,Ø10.50 -0.001/-0.006,Ø10.50,-0.001,-0.006,stacked_fraction,True,False,-0.27
2160,syn_002160.png,images/syn_002160.png,40.100 +0.004/+0.002,40.100,+0.004,+0.002,stacked_fraction,True,False,-0.26
2161,syn_002161.png,images/syn_002161.png,C0.3,C0.3,,,simple_chamfer,False,False,-30.16
2162,syn_002162.png,images/syn_002162.png,Ø0.008 +0.02/-0.02,Ø0.008,+0.02,-0.02,stacked_fraction,True,False,-4.96
2163,syn_002163.png,images/syn_002163.png,0.4266±0.025,0.4266,+0.025,-0.025,symmetric_tight,False,False,-0.51
2164,syn_002164.png,images/syn_002164.png,78.479 +0.03/0,78.479,+0.03,0,stacked_normal,False,False,-0.22
2165,syn_002165.png,images/syn_002165.png,R0.4543 +0.01/-0.01,R0.4543,+0.01,-0.01,stacked_fraction,True,False,-0.04
2166,syn_002166.png,images/syn_002166.png,0.3767 +0.015/-0.002,0.3767,+0.015,-0.002,stacked_fraction,True,False,-3.29
2167,syn_002167.png,images/syn_002167.png,12.155,12.155,,,simple_nominal_plain,False,False,0.67
2168,syn_002168.png,images/syn_002168.png,C0.5,C0.5,,,simple_chamfer,False,False,30.57
2169,syn_002169.png,images/syn_002169.png,Ø11.89 0/-0.008,Ø11.89,0,-0.008,stacked_normal,False,False,0.39
2170,syn_002170.png,images/syn_002170.png,"12°26'26""","12°26'26""",,,angle_dms_full,False,False,0.75
2171,syn_002171.png,images/syn_002171.png,60.292 -0.002/-0.007,60.292,-0.002,-0.007,stacked_normal,False,False,-0.0
2172,syn_002172.png,images/syn_002172.png,77.572 +0.02/-0.03,77.572,+0.02,-0.03,stacked_fraction,True,False,-0.75
2173,syn_002173.png,images/syn_002173.png,Ø50 0/-0.002,Ø50,0,-0.002,stacked_fraction,True,False,-0.41
2174,syn_002174.png,images/syn_002174.png,C0.2,C0.2,,,simple_chamfer,False,False,15.18
2175,syn_002175.png,images/syn_002175.png,100 -0.01/-0.013,100,-0.01,-0.013,stacked_fraction,True,False,0.32
2176,syn_002176.png,images/syn_002176.png,80.554 0/-0.002,80.554,0,-0.002,stacked_fraction,True,False,0.01
2177,syn_002177.png,images/syn_002177.png,Ø26.197 +0.015/0,Ø26.197,+0.015,0,stacked_normal,False,False,-0.39
2178,syn_002178.png,images/syn_002178.png,33.613±0.1,33.613,+0.1,-0.1,symmetric_tight,False,False,0.06
2179,syn_002179.png,images/syn_002179.png,26.197 -0.003/-0.005,26.197,-0.003,-0.005,stacked_fraction,True,False,0.45
2180,syn_002180.png,images/syn_002180.png,77.243 +0.004/+0.002,77.243,+0.004,+0.002,stacked_fraction,True,False,0.47
2181,syn_002181.png,images/syn_002181.png,65.307 +0.02/0,65.307,+0.02,0,stacked_normal,False,False,0.52
2182,syn_002182.png,images/syn_002182.png,0.008 -0.001/-0.003,0.008,-0.001,-0.003,stacked_fraction,True,False,0.37
2183,syn_002183.png,images/syn_002183.png,C1.5,C1.5,,,simple_chamfer,False,False,-59.72
2184,syn_002184.png,images/syn_002184.png,R37.994±0.025,R37.994,+0.025,-0.025,symmetric_tight,False,False,0.14
2185,syn_002185.png,images/syn_002185.png,15°±10',15°,+10',-10',angle_dms_tol,False,False,15.9
2186,syn_002186.png,images/syn_002186.png,"2°36'4""","2°36'4""",,,angle_dms_full,False,False,-0.72
2187,syn_002187.png,images/syn_002187.png,"25°46'47""","25°46'47""",,,angle_dms_full,False,False,-14.64
2188,syn_002188.png,images/syn_002188.png,"45° 35' 58""","45° 35' 58""",,,angle_dms_full,False,False,46.23
2189,syn_002189.png,images/syn_002189.png,Ø17.277±0.1,Ø17.277,+0.1,-0.1,symmetric_tight,False,False,0.4
2190,syn_002190.png,images/syn_002190.png,"89°9'47""","89°9'47""",,,angle_dms_full,False,False,-0.15
2191,syn_002191.png,images/syn_002191.png,C0.290 +0.002/0,C0.290,+0.002,0,stacked_normal,False,False,0.16
2192,syn_002192.png,images/syn_002192.png,Ø12.50 +0.005/0,Ø12.50,+0.005,0,stacked_fraction,True,False,-0.59
2193,syn_002193.png,images/syn_002193.png,73.65 0/-0.02,73.65,0,-0.02,stacked_fraction,True,False,0.46
2194,syn_002194.png,images/syn_002194.png,12.155,12.155,,,simple_nominal_plain,False,False,-0.15
2195,syn_002195.png,images/syn_002195.png,Ø15±0.005,Ø15,+0.005,-0.005,symmetric_tight,False,False,0.44
2196,syn_002196.png,images/syn_002196.png,R4.026 0/-0.01,R4.026,0,-0.01,stacked_normal,False,False,-0.06
2197,syn_002197.png,images/syn_002197.png,Ø2.75±0.05,Ø2.75,+0.05,-0.05,symmetric_tight,False,False,0.27
2198,syn_002198.png,images/syn_002198.png,Ø0.4039 0/-0.003,Ø0.4039,0,-0.003,stacked_normal,False,False,5.04
2199,syn_002199.png,images/syn_002199.png,1.998 +0.02/0,1.998,+0.02,0,stacked_fraction,True,False,-0.39
2200,syn_002200.png,images/syn_002200.png,51.583±0.005,51.583,+0.005,-0.005,symmetric_tight,False,False,0.48
2201,syn_002201.png,images/syn_002201.png,8 +0.002/0,8,+0.002,0,stacked_fraction,True,False,-0.38
2202,syn_002202.png,images/syn_002202.png,0.1655 +0.015/0,0.1655,+0.015,0,stacked_normal,False,False,0.74
2203,syn_002203.png,images/syn_002203.png,Ø12.663 0/-0.008,Ø12.663,0,-0.008,stacked_fraction,True,False,-5.48
2204,syn_002204.png,images/syn_002204.png,0.262°,0.262°,,,angle_decimal_deg,False,False,-44.33
2205,syn_002205.png,images/syn_002205.png,45°±1°,45°,+1°,-1°,angle_dms_tol,False,False,-0.54
2206,syn_002206.png,images/syn_002206.png,16.350 0/-0.003,16.350,0,-0.003,stacked_fraction,True,False,-0.01
2207,syn_002207.png,images/syn_002207.png,Ø0.4631 -0.003/-0.006,Ø0.4631,-0.003,-0.006,stacked_fraction,True,False,-0.8
2208,syn_002208.png,images/syn_002208.png,56.003 +0.02/0,56.003,+0.02,0,stacked_normal,False,False,0.15
2209,syn_002209.png,images/syn_002209.png,0.2923±0.05,0.2923,+0.05,-0.05,symmetric_tight,False,False,-0.59
2210,syn_002210.png,images/syn_002210.png,24.50 +0.02/-0.03,24.50,+0.02,-0.03,stacked_normal,False,False,0.07
2211,syn_002211.png,images/syn_002211.png,11.540 -0.001/-0.006,11.540,-0.001,-0.006,stacked_fraction,True,False,-0.47
2212,syn_002212.png,images/syn_002212.png,2.75 +0.005/-0.01,2.75,+0.005,-0.01,stacked_normal,False,False,-0.05
2213,syn_002213.png,images/syn_002213.png,Ø0.2704±0.05,Ø0.2704,+0.05,-0.05,symmetric_tight,False,False,-0.72
2214,syn_002214.png,images/syn_002214.png,R0.5 MAX,R0.5 MAX,,,simple_radius_corner,False,False,0.1
2215,syn_002215.png,images/syn_002215.png,85.349±0.02,85.349,+0.02,-0.02,symmetric_tight,False,False,-0.06
2216,syn_002216.png,images/syn_002216.png,21.520 +0.02/0,21.520,+0.02,0,stacked_fraction,True,False,0.69
2217,syn_002217.png,images/syn_002217.png,28.65°,28.65°,,,angle_decimal_deg,False,False,0.8
2218,syn_002218.png,images/syn_002218.png,5.04 +0.01/0,5.04,+0.01,0,stacked_fraction,True,False,0.52
2219,syn_002219.png,images/syn_002219.png,1.047°,1.047°,,,angle_decimal_deg,False,False,0.43
2220,syn_002220.png,images/syn_002220.png,0.941 +0.005/0,0.941,+0.005,0,stacked_normal,False,False,-0.25
2221,syn_002221.png,images/syn_002221.png,Ø0.4182±0.005,Ø0.4182,+0.005,-0.005,symmetric_tight,False,False,-0.38
2222,syn_002222.png,images/syn_002222.png,Ø0.652±0.025,Ø0.652,+0.025,-0.025,symmetric_tight,False,False,-0.7
2223,syn_002223.png,images/syn_002223.png,60 +0.01/0,60,+0.01,0,stacked_normal,False,False,-0.77
